sample,true_study,predicted_study,correct,true_in_top5
PRJNA685746_SRR14436379,PRJNA685746,PRJNA685746,True,True
PRJNA657821_SRR12468494,PRJNA657821,PRJDB9469,False,True
PRJEB27868_ERR2712751,PRJEB27868,PRJEB27868,True,True
PRJNA449103_SRR6967407,PRJNA449103,PRJNA449103,True,True
PRJNA564636_SRR10204261,PRJNA564636,PRJNA564636,True,True
PRJEB29433_ERR3388156,PRJEB29433,PRJEB29433,True,True
PRJEB27068_ERR3019870,PRJEB27068,PRJEB27068,True,True
PRJNA644655_SRR12169604,PRJNA644655,PRJNA644655,True,True
PRJEB11419_ERR5752371,PRJEB11419,PRJEB11419,True,True
PRJNA521398_SRR8547888,PRJNA521398,PRJNA521398,True,True
PRJNA497734_SRR8119345,PRJNA497734,PRJNA497734,True,True
PRJNA388263_SRR5649194,PRJNA388263,PRJNA388263,True,True
PRJNA328258_SRR4041273,PRJNA328258,PRJNA693579,False,False
PRJNA562529_SRR10041960,PRJNA562529,PRJNA562529,True,True
PRJNA497734_SRR8120980,PRJNA497734,PRJNA279828,False,True
PRJNA497734_SRR8119371,PRJNA497734,PRJNA497734,True,True
PRJEB11419_ERR5325616,PRJEB11419,PRJEB11419,True,True
PRJNA368739_SRR5202943,PRJNA368739,PRJNA368739,True,True
PRJNA521398_SRR8547828,PRJNA521398,PRJNA521398,True,True
PRJNA648818_SRR12460111,PRJNA648818,PRJNA528344,False,False
PRJNA607574_SRR11396491,PRJNA607574,PRJNA607574,True,True
PRJNA685746_SRR14485130,PRJNA685746,PRJNA685746,True,True
PRJNA497734_SRR8119755,PRJNA497734,PRJNA497734,True,True
PRJNA545312_SRR11417893,PRJNA545312,PRJNA545312,True,True
PRJNA510423_SRR8349787,PRJNA510423,PRJNA554232,False,True
PRJEB11419_ERR5337758,PRJEB11419,PRJEB11419,True,True
PRJNA318004_SRR3362238,PRJNA318004,PRJNA318004,True,True
PRJNA726917_SRR14425087,PRJNA726917,PRJNA726917,True,True
PRJEB42155_ERR5009577,PRJEB42155,PRJDB9469,False,False
PRJNA481243_SRR7546474,PRJNA481243,PRJNA481243,True,True
PRJEB38948_ERR4346664,PRJEB38948,PRJEB38948,True,True
PRJNA601994_SRR10911479,PRJNA601994,PRJNA727279,False,True
PRJEB13896_ERR1424738,PRJEB13896,PRJNA545312,False,True
PRJNA673102_SRR12932136,PRJNA673102,PRJNA673102,True,True
PRJEB27068_ERR3018758,PRJEB27068,PRJEB27068,True,True
PRJEB27068_ERR3019602,PRJEB27068,PRJEB27068,True,True
PRJEB32244_ERR3327199,PRJEB32244,PRJEB32244,True,True
PRJNA548153_SRR9269436,PRJNA548153,PRJNA548153,True,True
PRJNA644655_SRR12169649,PRJNA644655,PRJNA644655,True,True
PRJNA545312_SRR11420338,PRJNA545312,PRJNA396815,False,True
PRJNA485797_SRR7690175,PRJNA485797,PRJNA544527,False,False
PRJEB11419_ERR5328121,PRJEB11419,PRJEB11419,True,True
PRJNA657821_SRR12469088,PRJNA657821,PRJNA657821,True,True
PRJEB38948_ERR4348901,PRJEB38948,PRJNA517572,False,True
PRJEB5482_ERR500420,PRJEB5482,PRJEB5482,True,True
PRJEB11419_ERR5328183,PRJEB11419,PRJEB11419,True,True
PRJNA388132_SRR5613778,PRJNA388132,PRJNA574565,False,False
PRJNA673102_SRR12950951,PRJNA673102,PRJNA673102,True,True
PRJNA721421_SRR14215297,PRJNA721421,PRJEB37553,False,True
PRJEB27068_ERR3019120,PRJEB27068,PRJEB27068,True,True
PRJNA437504_SRR6820081,PRJNA437504,PRJNA417357,False,True
PRJNA481243_SRR7546731,PRJNA481243,PRJNA481243,True,True
PRJDB9936_DRR233025,PRJDB9936,PRJDB9936,True,True
PRJEB20766_ERR1972287,PRJEB20766,PRJDB9469,False,False
PRJNA541332_SRR9019945,PRJNA541332,PRJNA385551,False,True
PRJNA324825_SRR3647880,PRJNA324825,PRJNA657821,False,True
PRJEB11419_ERR5321132,PRJEB11419,PRJEB11419,True,True
PRJNA382889_SRR5447290,PRJNA382889,PRJNA382889,True,True
PRJNA577051_SRR10261225,PRJNA577051,PRJNA577051,True,True
PRJNA428736_SRR6443931,PRJNA428736,PRJNA428736,True,True
PRJNA552448_SRR9639950,PRJNA552448,PRJNA552448,True,True
PRJNA339264_SRR5078588,PRJNA339264,PRJNA396815,False,True
PRJNA521398_SRR8547881,PRJNA521398,PRJNA521398,True,True
PRJNA526906_SRR8727088,PRJNA526906,PRJNA605031,False,True
PRJNA642894_SRR12121238,PRJNA642894,PRJNA642894,True,True
PRJEB5482_ERR522125,PRJEB5482,PRJEB5482,True,True
PRJNA437504_SRR6819980,PRJNA437504,PRJNA437504,True,True
PRJNA576314_SRR10288985,PRJNA576314,PRJNA657821,False,False
PRJNA605031_SRR11030447,PRJNA605031,PRJNA605031,True,True
PRJEB11419_ERR5332039,PRJEB11419,PRJEB11419,True,True
PRJNA396815_SRR6866005,PRJNA396815,PRJNA396815,True,True
PRJEB40569_ERR4648524,PRJEB40569,PRJEB40569,True,True
PRJEB43667_ERR5471065,PRJEB43667,PRJEB43667,True,True
PRJDB5316_DRR087886,PRJDB5316,PRJNA497734,False,True
PRJNA545312_SRR11414599,PRJNA545312,PRJNA606262,False,True
PRJNA520899_SRR8535618,PRJNA520899,PRJNA520899,True,True
PRJNA478781_SRR7458897,PRJNA478781,PRJNA478781,True,True
PRJNA723466_SRR14292376,PRJNA723466,PRJNA414072,False,True
PRJNA657821_SRR12466593,PRJNA657821,PRJNA605031,False,True
PRJEB5482_ERR499261,PRJEB5482,PRJEB27068,False,True
PRJNA308315_SRR3140017,PRJNA308315,PRJEB6705,False,False
PRJNA607574_SRR11397321,PRJNA607574,PRJNA607574,True,True
PRJEB11419_ERR5332448,PRJEB11419,PRJEB11419,True,True
PRJNA639644_SRR12060172,PRJNA639644,PRJNA545312,False,True
PRJNA642894_SRR12121103,PRJNA642894,PRJNA642894,True,True
PRJNA428736_SRR6444932,PRJNA428736,PRJNA428736,True,True
PRJNA685746_SRR14484550,PRJNA685746,PRJNA685746,True,True
PRJEB11419_ERR5325634,PRJEB11419,PRJEB11419,True,True
PRJNA434133_SRR10501973,PRJNA434133,PRJEB32077,False,True
PRJNA510835_SRR8356200,PRJNA510835,PRJNA510835,True,True
PRJNA510423_SRR8349948,PRJNA510423,PRJNA510423,True,True
PRJEB21946_ERR2044322,PRJEB21946,PRJDB9469,False,True
PRJNA231909_SRR1913063,PRJNA231909,PRJNA528344,False,True
PRJNA606262_SRR11140272,PRJNA606262,PRJNA606262,True,True
PRJNA413199_SRR6147182,PRJNA413199,PRJNA413199,True,True
PRJNA648818_SRR12460033,PRJNA648818,PRJNA510423,False,True
PRJNA727279_SRR14432160,PRJNA727279,PRJNA727279,True,True
PRJEB38948_ERR4580578,PRJEB38948,PRJEB38948,True,True
PRJDB11894_DRR304473,PRJDB11894,PRJDB11894,True,True
PRJNA607574_SRR11115640,PRJNA607574,PRJNA607574,True,True
PRJNA727279_SRR14421193,PRJNA727279,PRJNA727279,True,True
PRJNA576314_SRR10289270,PRJNA576314,PRJNA396815,False,False
PRJNA413199_SRR6146647,PRJNA413199,PRJNA413199,True,True
PRJNA729511_SRR14991074,PRJNA729511,PRJNA729511,True,True
PRJNA382861_SRR5446840,PRJNA382861,PRJNA382861,True,True
PRJNA685746_SRR14445810,PRJNA685746,PRJNA685746,True,True
PRJNA591924_SRR10533365,PRJNA591924,PRJNA428736,False,True
PRJNA414072_SRR6169598,PRJNA414072,PRJNA414072,True,True
PRJEB33268_ERR3412821,PRJEB33268,PRJEB33268,True,True
PRJNA526906_SRR8726912,PRJNA526906,PRJNA526906,True,True
PRJEB20773_ERR1975435,PRJEB20773,PRJEB21946,False,True
PRJNA450340_SRR8534118,PRJNA450340,PRJNA606262,False,True
PRJNA741048_SRR14902510,PRJNA741048,PRJNA388132,False,True
PRJNA607574_SRR11395096,PRJNA607574,PRJNA607574,True,True
PRJEB11419_ERR5327866,PRJEB11419,PRJEB11419,True,True
PRJDB9469_DRR242412,PRJDB9469,PRJNA545312,False,True
PRJNA390646_SRR5699528,PRJNA390646,PRJNA390646,True,True
PRJNA290926_SRR2144016,PRJNA290926,PRJNA290926,True,True
PRJNA414072_SRR6169393,PRJNA414072,PRJNA414072,True,True
PRJEB6702_ERR560769,PRJEB6702,PRJEB6702,True,True
PRJNA645223_SRR12203918,PRJNA645223,PRJDB9469,False,False
PRJEB6358_ERR520840,PRJEB6358,PRJNA517572,False,False
PRJEB6705_ERR561603,PRJEB6705,PRJEB6705,True,True
PRJNA481072_SRR7526492,PRJNA481072,PRJNA481072,True,True
PRJEB43667_ERR5470804,PRJEB43667,PRJEB43667,True,True
PRJNA328987_SRR5210519,PRJNA328987,PRJNA328987,True,True
PRJNA548153_SRR9271134,PRJNA548153,PRJNA545312,False,False
PRJNA598280_SRR10848222,PRJNA598280,PRJNA598280,True,True
PRJDB9469_DRR242806,PRJDB9469,PRJDB9469,True,True
PRJEB35769_ERR3765251,PRJEB35769,PRJEB35769,True,True
PRJNA729511_SRR14991964,PRJNA729511,PRJNA729511,True,True
PRJNA385551_SRR5602289,PRJNA385551,PRJNA385551,True,True
PRJNA706153_SRR13847258,PRJNA706153,PRJNA706153,True,True
PRJNA428736_SRR6444478,PRJNA428736,PRJNA729511,False,True
PRJNA548153_SRR9298337,PRJNA548153,PRJNA548153,True,True
PRJEB11419_ERR5320902,PRJEB11419,PRJEB11419,True,True
PRJNA414072_SRR6169630,PRJNA414072,PRJNA414072,True,True
PRJDB10528_DRR248122,PRJDB10528,PRJNA421286,False,False
PRJEB11419_ERR5332969,PRJEB11419,PRJEB11419,True,True
PRJNA290926_SRR2144038,PRJNA290926,PRJNA290926,True,True
PRJEB37553_ERR4077548,PRJEB37553,PRJEB37553,True,True
PRJNA497734_SRR8120207,PRJNA497734,PRJNA497734,True,True
PRJNA607574_SRR11116714,PRJNA607574,PRJNA607574,True,True
PRJEB5482_ERR501175,PRJEB5482,PRJEB27068,False,True
PRJEB27662_ERR4135421,PRJEB27662,PRJEB27662,True,True
PRJNA450540_SRR7014020,PRJNA450540,PRJNA450540,True,True
PRJEB5482_ERR500443,PRJEB5482,PRJEB5482,True,True
PRJEB11419_ERR5327890,PRJEB11419,PRJEB11419,True,True
PRJNA645635_SRR12209779,PRJNA645635,PRJNA645635,True,True
PRJEB29433_ERR3387234,PRJEB29433,PRJEB29433,True,True
PRJEB11419_ERR5320929,PRJEB11419,PRJEB11419,True,True
PRJEB17608_ERR1713554,PRJEB17608,PRJEB17608,True,True
PRJNA413199_SRR6146954,PRJNA413199,PRJNA413199,True,True
PRJNA428736_SRR6444620,PRJNA428736,PRJNA428736,True,True
PRJNA545312_SRR11420940,PRJNA545312,PRJNA545312,True,True
PRJNA601994_SRR10911587,PRJNA601994,PRJNA601994,True,True
PRJNA673102_SRR12932490,PRJNA673102,PRJNA673102,True,True
PRJNA544370_SRR9115850,PRJNA544370,PRJNA544370,True,True
PRJNA605031_SRR11030510,PRJNA605031,PRJNA605031,True,True
PRJNA601994_SRR10911836,PRJNA601994,PRJNA601994,True,True
PRJNA396815_SRR6867080,PRJNA396815,PRJNA396815,True,True
PRJNA378749_SRR5343191,PRJNA378749,PRJNA378749,True,True
PRJNA515272_SRR10886650,PRJNA515272,PRJDB9469,False,False
PRJNA603980_SRR10994575,PRJNA603980,PRJNA485316,False,True
PRJDB10528_DRR247854,PRJDB10528,PRJEB33905,False,True
PRJEB33905_ERR3471944,PRJEB33905,PRJEB33905,True,True
PRJEB17613_ERR1716641,PRJEB17613,PRJEB17613,True,True
PRJNA693579_SRR13493447,PRJNA693579,PRJNA396815,False,False
PRJNA708262_SRR13950721,PRJNA708262,PRJNA708262,True,True
PRJNA396815_SRR6865980,PRJNA396815,PRJNA396815,True,True
PRJNA396815_SRR6867460,PRJNA396815,PRJNA396815,True,True
PRJDB10612_DRR254665,PRJDB10612,PRJDB10612,True,True
PRJNA396815_SRR6865918,PRJNA396815,PRJNA396815,True,True
PRJNA497734_SRR8120498,PRJNA497734,PRJNA497734,True,True
PRJNA232731_SRR1460914,PRJNA232731,PRJNA232731,True,True
PRJNA417357_SRR6264584,PRJNA417357,PRJNA417357,True,True
PRJNA434243_SRR6729705,PRJNA434243,PRJNA434243,True,True
PRJNA394877_SRR5979442,PRJNA394877,PRJNA545312,False,True
PRJEB27868_ERR2712744,PRJEB27868,PRJEB27868,True,True
PRJNA481243_SRR7546243,PRJNA481243,PRJNA413199,False,True
PRJEB33268_ERR3412664,PRJEB33268,PRJEB33268,True,True
PRJNA395034_SRR5850372,PRJNA395034,PRJNA395034,True,True
PRJNA548153_SRR9271398,PRJNA548153,PRJNA548153,True,True
PRJEB29433_ERR3388055,PRJEB29433,PRJEB29433,True,True
PRJNA544527_SRR9219121,PRJNA544527,PRJNA544527,True,True
PRJNA497734_SRR8120229,PRJNA497734,PRJDB9469,False,True
PRJNA673102_SRR12932354,PRJNA673102,PRJNA673102,True,True
PRJNA480711_SRR7553270,PRJNA480711,PRJNA480711,True,True
PRJNA485316_SRR7735820,PRJNA485316,PRJNA485316,True,True
PRJNA427597_SRR6424644,PRJNA427597,PRJNA729511,False,True
PRJEB38948_ERR4346889,PRJEB38948,PRJEB38948,True,True
PRJNA573829_SRR10322410,PRJNA573829,PRJNA573829,True,True
PRJNA686801_SRR13286383,PRJNA686801,PRJDB9936,False,True
PRJNA721421_SRR14215294,PRJNA721421,PRJNA721421,True,True
PRJNA427170_SRR6056204,PRJNA427170,PRJNA427170,True,True
PRJNA606023_SRR11095654,PRJNA606023,PRJNA606023,True,True
PRJNA481243_SRR7546894,PRJNA481243,PRJNA481243,True,True
PRJNA541332_SRR9019791,PRJNA541332,PRJNA727279,False,True
PRJNA674880_SRR13060225,PRJNA674880,PRJNA674880,True,True
PRJNA657821_SRR12467235,PRJNA657821,PRJNA729511,False,False
PRJNA528344_SRR8761334,PRJNA528344,PRJNA528344,True,True
PRJNA385551_SRR5610027,PRJNA385551,PRJNA385551,True,True
PRJNA593062_SRR11926168,PRJNA593062,PRJNA593062,True,True
PRJEB32077_ERR3266085,PRJEB32077,PRJEB32077,True,True
PRJNA603980_SRR10994542,PRJNA603980,PRJNA603980,True,True
PRJNA721421_SRR14215172,PRJNA721421,PRJNA721421,True,True
PRJNA589488_SRR10484180,PRJNA589488,PRJNA417357,False,True
PRJNA735699_SRR14751521,PRJNA735699,PRJNA428736,False,False
PRJNA605031_SRR11030065,PRJNA605031,PRJNA605031,True,True
PRJNA306884_SRR3053241,PRJNA306884,PRJNA306884,True,True
PRJNA607574_SRR11116622,PRJNA607574,PRJNA607574,True,True
PRJNA623853_SRR11510663,PRJNA623853,PRJNA623853,True,True
PRJNA481243_SRR7546550,PRJNA481243,PRJNA481243,True,True
PRJNA544527_SRR9218624,PRJNA544527,PRJNA544527,True,True
PRJNA729511_SRR14993284,PRJNA729511,PRJNA729511,True,True
PRJNA392012_SRR5761012,PRJNA392012,PRJNA445932,False,False
PRJNA558158_SRR9891387,PRJNA558158,PRJEB16344,False,False
PRJDB5678_DRR095188,PRJDB5678,PRJDB5678,True,True
PRJEB27068_ERR3017143,PRJEB27068,PRJEB29433,False,True
PRJEB27068_ERR3018261,PRJEB27068,PRJEB27068,True,True
PRJNA601994_SRR10911682,PRJNA601994,PRJNA601994,True,True
PRJNA729511_SRR14992594,PRJNA729511,PRJNA729511,True,True
PRJEB23775_ERR2213267,PRJEB23775,PRJEB23775,True,True
PRJEB33905_ERR3471924,PRJEB33905,PRJEB33905,True,True
PRJNA606262_SRR11139924,PRJNA606262,PRJNA548153,False,True
PRJNA486009_SRR13484226,PRJNA486009,PRJNA486009,True,True
PRJNA545312_SRR11414653,PRJNA545312,PRJNA545312,True,True
PRJNA605031_SRR11030389,PRJNA605031,PRJNA605031,True,True
PRJEB32077_ERR3266057,PRJEB32077,PRJEB32077,True,True
PRJNA673102_SRR12950418,PRJNA673102,PRJNA673102,True,True
PRJNA673102_SRR12950384,PRJNA673102,PRJNA673102,True,True
PRJNA545312_SRR11422570,PRJNA545312,PRJNA545312,True,True
PRJEB27068_ERR3019436,PRJEB27068,PRJEB27068,True,True
PRJNA475599_SRR9060853,PRJNA475599,PRJNA485797,False,False
PRJNA388263_SRR5649065,PRJNA388263,PRJNA396815,False,False
PRJNA516932_SRR8484584,PRJNA516932,PRJNA516932,True,True
PRJNA307231_SRR3094783,PRJNA307231,PRJNA307231,True,True
PRJNA485316_SRR7735653,PRJNA485316,PRJNA485316,True,True
PRJEB6702_ERR560874,PRJEB6702,PRJEB6702,True,True
PRJNA598280_SRR10848070,PRJNA598280,PRJNA481243,False,True
PRJDB5678_DRR095208,PRJDB5678,PRJNA307231,False,True
PRJNA517572_SRR8500778,PRJNA517572,PRJNA517572,True,True
PRJNA428736_SRR6444200,PRJNA428736,PRJNA428736,True,True
PRJNA480711_SRR7553219,PRJNA480711,PRJNA480711,True,True
PRJEB6705_ERR561454,PRJEB6705,PRJEB6705,True,True
PRJNA726917_SRR14425100,PRJNA726917,PRJNA726917,True,True
PRJNA472768_SRR7611325,PRJNA472768,PRJNA472768,True,True
PRJNA445640_SRR6942348,PRJNA445640,PRJNA545312,False,True
PRJEB37553_ERR4077525,PRJEB37553,PRJNA607574,False,True
PRJNA693579_SRR13493288,PRJNA693579,PRJEB11419,False,True
PRJNA644655_SRR12169488,PRJNA644655,PRJNA644655,True,True
PRJEB38948_ERR4348826,PRJEB38948,PRJEB38948,True,True
PRJNA545312_SRR11417561,PRJNA545312,PRJNA548153,False,True
PRJNA306884_SRR3053359,PRJNA306884,PRJNA306884,True,True
PRJEB40569_ERR4648521,PRJEB40569,PRJEB40569,True,True
PRJNA388132_SRR5613768,PRJNA388132,PRJNA385551,False,True
PRJEB27868_ERR2712669,PRJEB27868,PRJEB27868,True,True
PRJEB32077_ERR3266205,PRJEB32077,PRJEB32077,True,True
PRJNA729511_SRR14991909,PRJNA729511,PRJNA729511,True,True
PRJNA729511_SRR14993433,PRJNA729511,PRJNA729511,True,True
PRJNA727279_SRR14434622,PRJNA727279,PRJNA727279,True,True
PRJEB6702_ERR560572,PRJEB6702,PRJEB6702,True,True
PRJEB28159_ERR3401363,PRJEB28159,PRJEB28159,True,True
PRJNA368739_SRR5202883,PRJNA368739,PRJNA368739,True,True
PRJNA642894_SRR12121378,PRJNA642894,PRJNA642894,True,True
PRJNA398187_SRR6153757,PRJNA398187,PRJNA398187,True,True
PRJEB8463_ERR756975,PRJEB8463,PRJEB8463,True,True
PRJNA644788_SRR12171415,PRJNA644788,PRJNA414072,False,True
PRJNA693579_SRR13493010,PRJNA693579,PRJNA693579,True,True
PRJNA673102_SRR12950557,PRJNA673102,PRJNA673102,True,True
PRJEB42155_ERR5009564,PRJEB42155,PRJEB42155,True,True
PRJNA601994_SRR10911745,PRJNA601994,PRJNA601994,True,True
PRJNA735699_SRR14751485,PRJNA735699,PRJNA428736,False,True
PRJNA576564_SRR10253567,PRJNA576564,PRJNA576564,True,True
PRJNA607574_SRR11396756,PRJNA607574,PRJNA607574,True,True
PRJEB33905_ERR3471237,PRJEB33905,PRJEB33905,True,True
PRJNA548153_SRR9271033,PRJNA548153,PRJNA606262,False,True
PRJNA598280_SRR10848194,PRJNA598280,PRJNA598280,True,True
PRJEB29433_ERR3386465,PRJEB29433,PRJEB5482,False,True
PRJEB27068_ERR3018823,PRJEB27068,PRJEB29433,False,True
PRJNA231909_SRR1913248,PRJNA231909,PRJNA497734,False,True
PRJNA606262_SRR11139874,PRJNA606262,PRJNA545312,False,True
PRJNA725388_SRR14331987,PRJNA725388,PRJNA491813,False,True
PRJEB32547_ERR4804375,PRJEB32547,PRJEB32547,True,True
PRJNA607574_SRR11116929,PRJNA607574,PRJNA607574,True,True
PRJEB29433_ERR3387584,PRJEB29433,PRJEB29433,True,True
PRJNA339264_SRR5079239,PRJNA339264,PRJNA715072,False,True
PRJNA560950_SRR10022172,PRJNA560950,PRJNA560950,True,True
PRJNA548153_SRR9269087,PRJNA548153,PRJNA548153,True,True
PRJEB8463_ERR756736,PRJEB8463,PRJEB8463,True,True
PRJNA528344_SRR8761160,PRJNA528344,PRJEB27068,False,True
PRJNA390646_SRR5687915,PRJNA390646,PRJNA390646,True,True
PRJNA721421_SRR14215105,PRJNA721421,PRJNA721421,True,True
PRJEB11419_ERR5328013,PRJEB11419,PRJEB11419,True,True
PRJNA427597_SRR6424758,PRJNA427597,PRJNA427597,True,True
PRJNA392012_SRR5760928,PRJNA392012,PRJNA392012,True,True
PRJNA688839_SRR13336554,PRJNA688839,PRJNA445932,False,False
PRJEB11419_ERR4914541,PRJEB11419,PRJEB11419,True,True
PRJNA576314_SRR10288989,PRJNA576314,PRJNA605031,False,False
PRJNA485316_SRR7735900,PRJNA485316,PRJNA485316,True,True
PRJNA497734_SRR8120869,PRJNA497734,PRJEB40751,False,True
PRJNA729511_SRR14993554,PRJNA729511,PRJNA729511,True,True
PRJNA517572_SRR8500916,PRJNA517572,PRJDB9469,False,True
PRJNA382861_SRR5447009,PRJNA382861,PRJNA382861,True,True
PRJNA673102_SRR12931972,PRJNA673102,PRJNA673102,True,True
PRJEB43667_ERR5471097,PRJEB43667,PRJEB43667,True,True
PRJNA673102_SRR12950228,PRJNA673102,PRJNA673102,True,True
PRJNA528813_SRR8777528,PRJNA528813,PRJNA528813,True,True
PRJEB5482_ERR501243,PRJEB5482,PRJEB27068,False,True
PRJNA526906_SRR8726904,PRJNA526906,PRJNA605031,False,True
PRJEB27068_ERR3018312,PRJEB27068,PRJEB5482,False,True
PRJEB11419_ERR5332222,PRJEB11419,PRJEB11419,True,True
PRJEB33905_ERR3471426,PRJEB33905,PRJEB33905,True,True
PRJNA231909_SRR1909581,PRJNA231909,PRJNA497734,False,True
PRJNA548153_SRR9260791,PRJNA548153,PRJNA729511,False,False
PRJNA673102_SRR12950501,PRJNA673102,PRJNA673102,True,True
PRJNA497734_SRR8120550,PRJNA497734,PRJNA497734,True,True
PRJNA417357_SRR6264613,PRJNA417357,PRJEB38948,False,True
PRJEB28159_ERR3401678,PRJEB28159,PRJEB27068,False,True
PRJDB8511_DRR200152,PRJDB8511,PRJDB9239,False,True
PRJNA472812_SRR7211610,PRJNA472812,PRJNA472812,True,True
PRJEB40751_ERR4672328,PRJEB40751,PRJEB40751,True,True
PRJNA548153_SRR9270897,PRJNA548153,PRJNA545312,False,False
PRJNA544370_SRR9115811,PRJNA544370,PRJNA544370,True,True
PRJNA510423_SRR8348575,PRJNA510423,PRJNA726866,False,True
PRJEB11419_ERR5342217,PRJEB11419,PRJEB11419,True,True
PRJEB38948_ERR4580357,PRJEB38948,PRJEB38948,True,True
PRJEB5482_ERR499573,PRJEB5482,PRJEB27068,False,True
PRJNA480547_SRR7507655,PRJNA480547,PRJNA480547,True,True
PRJNA414072_SRR6221447,PRJNA414072,PRJNA414072,True,True
PRJNA398187_SRR6153733,PRJNA398187,PRJNA398187,True,True
PRJNA605031_SRR11030883,PRJNA605031,PRJNA605031,True,True
PRJEB38948_ERR4348582,PRJEB38948,PRJEB38948,True,True
PRJEB29433_ERR3389151,PRJEB29433,PRJEB27068,False,True
PRJNA720101_SRR14172074,PRJNA720101,PRJNA729511,False,False
PRJEB29433_ERR3389426,PRJEB29433,PRJEB29433,True,True
PRJNA232731_SRR1460969,PRJNA232731,PRJNA232731,True,True
PRJNA606654_SRR11086440,PRJNA606654,PRJNA548153,False,True
PRJNA545312_SRR11422159,PRJNA545312,PRJNA545312,True,True
PRJNA324147_SRR5130815,PRJNA324147,PRJNA324147,True,True
PRJNA685746_SRR14436381,PRJNA685746,PRJNA685746,True,True
PRJNA607574_SRR11117101,PRJNA607574,PRJNA607574,True,True
PRJNA548153_SRR9259228,PRJNA548153,PRJNA548153,True,True
PRJNA685746_SRR14435814,PRJNA685746,PRJNA685746,True,True
PRJEB40751_ERR4672325,PRJEB40751,PRJEB40751,True,True
PRJNA497734_SRR8120890,PRJNA497734,PRJNA497734,True,True
PRJEB27068_ERR3016741,PRJEB27068,PRJEB27068,True,True
PRJNA685746_SRR14445942,PRJNA685746,PRJNA685746,True,True
PRJEB27068_ERR3017763,PRJEB27068,PRJEB27068,True,True
PRJEB27068_ERR3019010,PRJEB27068,PRJEB27068,True,True
PRJNA428736_SRR6444801,PRJNA428736,PRJNA485797,False,True
PRJEB20766_ERR1972246,PRJEB20766,PRJEB20766,True,True
PRJNA481413_SRR7534183,PRJNA481413,PRJNA481413,True,True
PRJNA576314_SRR10289536,PRJNA576314,PRJDB9469,False,True
PRJNA445640_SRR6942392,PRJNA445640,PRJEB16344,False,True
PRJNA729511_SRR14990870,PRJNA729511,PRJNA729511,True,True
PRJEB31354_ERR3169309,PRJEB31354,PRJEB31354,True,True
PRJNA548153_SRR9270518,PRJNA548153,PRJNA548153,True,True
PRJNA623853_SRR11510617,PRJNA623853,PRJNA716437,False,False
PRJNA328987_SRR5210511,PRJNA328987,PRJNA328987,True,True
PRJNA606262_SRR11140016,PRJNA606262,PRJNA606262,True,True
PRJNA480711_SRR7553147,PRJNA480711,PRJNA480711,True,True
PRJNA616703_SRR11456237,PRJNA616703,PRJNA616703,True,True
PRJNA345390_SRR4343564,PRJNA345390,PRJNA345390,True,True
PRJNA353587_SRR5020851,PRJNA353587,PRJNA545312,False,False
PRJNA528344_SRR8761112,PRJNA528344,PRJEB27068,False,True
PRJEB27068_ERR3017727,PRJEB27068,PRJEB6358,False,True
PRJNA510423_SRR8349970,PRJNA510423,PRJNA510423,True,True
PRJNA395034_SRR5850380,PRJNA395034,PRJNA421286,False,False
PRJNA642894_SRR12121259,PRJNA642894,PRJNA642894,True,True
PRJNA723466_SRR14292454,PRJNA723466,PRJNA723466,True,True
PRJNA545312_SRR11419173,PRJNA545312,PRJNA545312,True,True
PRJNA497734_SRR8120822,PRJNA497734,PRJNA497734,True,True
PRJNA385551_SRR5602311,PRJNA385551,PRJNA385551,True,True
PRJNA661289_SRR12582291,PRJNA661289,PRJNA661289,True,True
PRJEB38948_ERR4580022,PRJEB38948,PRJEB38948,True,True
PRJEB33905_ERR3471391,PRJEB33905,PRJEB33905,True,True
PRJNA729511_SRR14989837,PRJNA729511,PRJNA729511,True,True
PRJNA421286_SRR6368938,PRJNA421286,PRJNA421286,True,True
PRJNA685746_SRR14484819,PRJNA685746,PRJNA685746,True,True
PRJDB9936_DRR233242,PRJDB9936,PRJDB9936,True,True
PRJNA607574_SRR11396633,PRJNA607574,PRJNA606262,False,True
PRJNA593062_SRR11926160,PRJNA593062,PRJNA593062,True,True
PRJNA729511_SRR14992960,PRJNA729511,PRJNA729511,True,True
PRJNA606262_SRR11139677,PRJNA606262,PRJNA545312,False,True
PRJNA428736_SRR6444273,PRJNA428736,PRJNA428736,True,True
PRJNA598280_SRR10848298,PRJNA598280,PRJNA598280,True,True
PRJEB9150_ERR866723,PRJEB9150,PRJEB9150,True,True
PRJEB28159_ERR3402060,PRJEB28159,PRJEB28159,True,True
PRJEB27868_ERR2712675,PRJEB27868,PRJEB27868,True,True
PRJNA516932_SRR8484672,PRJNA516932,PRJNA516932,True,True
PRJNA673102_SRR12950793,PRJNA673102,PRJNA673102,True,True
PRJNA607574_SRR11117002,PRJNA607574,PRJNA607574,True,True
PRJNA548153_SRR9267734,PRJNA548153,PRJNA548153,True,True
PRJNA437504_SRR6819995,PRJNA437504,PRJDB9469,False,True
PRJEB13896_ERR1421875,PRJEB13896,PRJEB13896,True,True
PRJNA729511_SRR14991268,PRJNA729511,PRJNA450540,False,True
PRJNA481243_SRR7546845,PRJNA481243,PRJNA417357,False,True
